0.014999250037498125 ('DAI62779', 'GRO17075')
0.05413659078289839 ('GRO73461', 'FRO73056')
0.05416666666666667 ('GRO71621', 'FRO35904')
0.05416666666666667 ('GRO71621', 'FRO92261')
0.05420499342969776 ('SNA80324', 'DAI55911')
0.05434782608695652 ('GRO30386', 'FRO78087')
0.05436688881094353 ('ELE32164', 'DAI22177')
0.054367431074465344 ('FRO40251', 'GRO61133')
0.054373522458628844 ('GRO21487', 'FRO35904')
0.05441421432537479 ('GRO73461', 'ELE14480')
0.05445906432748538 ('DAI75645', 'DAI88079')
0.054582484725050916 ('SNA45677', 'GRO30386')
0.054597270136493174 ('DAI62779', 'DAI31081')
0.05463502015226153 ('FRO80039', 'GRO46854')
0.0546875 ('GRO71621', 'SNA96271')
0.054691837867851194 ('GRO73461', 'FRO16142')
0.05484633569739953 ('GRO21487', 'GRO94758')
0.054882762174697244 ('FRO40251', 'ELE92920')
0.054949847361535104 ('DAI85309', 'DAI43223')
0.0549738219895288 ('ELE26917', 'FRO32293')
0.055398093274929144 ('FRO40251', 'FRO78087')
0.055410122164048864 ('ELE26917', 'ELE24630')
0.05543478260869565 ('GRO30386', 'DAI22896')
0.05543478260869565 ('GRO30386', 'GRO61133')
0.05549722513874306 ('DAI62779', 'ELE59028')
0.05551905387647832 ('SNA80324', 'GRO56726')
0.0555247084952804 ('GRO73461', 'FRO32293')
0.05553067622033139 ('FRO80039', 'ELE34057')
0.055769905296387236 ('ELE32164', 'SNA90094')
0.05584756898817345 ('SNA80324', 'FRO78087')
0.05588822355289421 ('GRO59710', 'GRO15017')
0.056 ('ELE17451', 'GRO85051')
0.0560799555802332 ('GRO73461', 'FRO19221')
0.056176084099868594 ('SNA80324', 'GRO61133')
0.05625806451612903 ('ELE17451', 'FRO78087')
0.05625806451612903 ('ELE17451', 'GRO56726')
0.056387225548902194 ('GRO59710', 'DAI42083')
0.056387225548902194 ('GRO59710', 'SNA62128')
0.05639718014099295 ('DAI62779', 'FRO31317')
0.05640157924421884 ('DAI63921', 'ELE11160')
0.05642633228840126 ('FRO80039', 'DAI63921')
0.05642633228840126 ('FRO80039', 'ELE66600')
0.056504599211563734 ('SNA80324', 'FRO16142')
0.05651612903225806 ('ELE17451', 'DAI91290')
0.05651612903225806 ('ELE17451', 'FRO32293')
0.05652173913043478 ('GRO30386', 'GRO69543')
0.05661434977578475 ('GRO56726', 'SNA45677')
0.05665204678362573 ('DAI75645', 'DAI83733')
0.05671806167400881 ('ELE74009', 'DAI43223')
0.05673758865248227 ('GRO21487', 'GRO15017')
0.05673758865248227 ('GRO21487', 'GRO85051')
0.05673758865248227 ('GRO21487', 'SNA55762')
0.05677083333333333 ('GRO71621', 'ELE91337')
0.05677083333333333 ('GRO71621', 'FRO19221')
0.05682216766047001 ('ELE32164', 'ELE99737')
0.05683003128258603 ('FRO85978', 'GRO94758')
0.05694760820045558 ('GRO46854', 'SNA66583')
0.057065217391304345 ('GRO30386', 'GRO81087')
0.05708154506437768 ('FRO31317', 'GRO71621')
0.057130396860008724 ('DAI85309', 'DAI55148')
0.05715532286212915 ('ELE26917', 'ELE66810')
0.05716162943495401 ('SNA80324', 'ELE12792')
0.05717488789237668 ('GRO56726', 'FRO32293')
0.05717488789237668 ('GRO56726', 'SNA90094')
0.05729713514324284 ('DAI62779', 'DAI22177')
0.05729713514324284 ('DAI62779', 'GRO85051')
0.05735140771637122 ('FRO85978', 'ELE99737')
0.057383040935672515 ('DAI75645', 'DAI83948')
0.05738522954091816 ('GRO59710', 'ELE56788')
0.05745941767585674 ('FRO40251', 'GRO81087')
0.057517084282460135 ('GRO46854', 'ELE92920')
0.057517084282460135 ('GRO46854', 'FRO32293')
0.05759162303664921 ('ELE26917', 'GRO59710')
0.057608695652173914 ('GRO30386', 'DAI22177')
0.057608695652173914 ('GRO30386', 'ELE56788')
0.057608695652173914 ('GRO30386', 'FRO32293')
0.057608695652173914 ('GRO30386', 'GRO56726')
0.05768321513002364 ('GRO21487', 'DAI22177')
0.05771708322597269 ('FRO40251', 'GRO30386')
0.0577485380116959 ('DAI75645', 'GRO69543')
0.057769816390506046 ('FRO80039', 'DAI88807')
0.05781865965834428 ('SNA80324', 'FRO61354')
0.05800261665939817 ('DAI85309', 'ELE66600')
0.058023320377568015 ('GRO73461', 'FRO80039')
0.05821764442454098 ('FRO80039', 'FRO32293')
0.05821764442454098 ('FRO80039', 'GRO30386')
0.05823241432620459 ('FRO40251', 'FRO32293')
0.05824847250509165 ('SNA45677', 'FRO35904')
0.05829596412556054 ('GRO56726', 'DAI95741')
0.05829596412556054 ('GRO56726', 'ELE26917')
0.05834708264586771 ('DAI62779', 'GRO38814')
0.05837004405286344 ('ELE74009', 'FRO35904')
0.05837711617046118 ('ELE66600', 'FRO98729')
0.058394160583941604 ('FRO85978', 'GRO61133')
0.05843872655909289 ('DAI85309', 'DAI87448')
0.05843872655909289 ('DAI85309', 'ELE91337')
0.05846422338568935 ('ELE26917', 'DAI22177')
0.05847568988173456 ('SNA80324', 'GRO46854')
0.05849007987632054 ('FRO40251', 'GRO69543')
0.05849007987632054 ('FRO40251', 'SNA96271')
0.05858064516129032 ('ELE17451', 'GRO94758')
0.05862884160756501 ('GRO21487', 'ELE34057')
0.058647067646617666 ('DAI62779', 'GRO15017')
0.058656036446469245 ('GRO46854', 'ELE32164')
0.058656036446469245 ('GRO46854', 'GRO38814')
0.058656036446469245 ('GRO46854', 'GRO94758')
0.05885619100499723 ('GRO73461', 'SNA38068')
0.05888223552894212 ('GRO59710', 'SNA38068')
0.05896088733216579 ('ELE66600', 'DAI22177')
0.059063136456211814 ('SNA45677', 'DAI22177')
0.05913381454747363 ('GRO73461', 'FRO92469')
0.05926307652666839 ('FRO40251', 'GRO94758')
0.05934195064629847 ('FRO32293', 'GRO46854')
0.05935483870967742 ('ELE17451', 'DAI31081')
0.059397030148492576 ('DAI62779', 'GRO81087')
0.05941704035874439 ('GRO56726', 'GRO30386')
0.059470468431771895 ('SNA45677', 'SNA20554')
0.05947136563876652 ('ELE74009', 'DAI22177')
0.05951679434295816 ('ELE66810', 'ELE34057')
0.05952952472395583 ('SNA99873', 'GRO38814')
0.05952952472395583 ('SNA99873', 'GRO59710')
0.059574468085106386 ('GRO21487', 'GRO59710')
0.05961290322580645 ('ELE17451', 'ELE74009')
0.05965665236051502 ('FRO31317', 'SNA93860')
0.05977840762690028 ('FRO40251', 'DAI55911')
0.05978567399887197 ('DAI63921', 'ELE86561')
0.059880239520958084 ('GRO59710', 'DAI22177')
0.059895833333333336 ('GRO71621', 'ELE34057')
0.05992949471210341 ('FRO32293', 'GRO56726')
0.059941520467836254 ('DAI75645', 'ELE92920')
0.05995828988529719 ('FRO85978', 'DAI87448')
0.05995828988529719 ('FRO85978', 'SNA90094')
0.0600096015362458 ('SNA99873', 'ELE91337')
0.060128429655575015 ('ELE66600', 'SNA95666')
0.06014699265036748 ('DAI62779', 'ELE99737')
0.06018316615787178 ('DAI85309', 'FRO66272')
0.060209424083769635 ('ELE26917', 'GRO30386')
0.060209424083769635 ('ELE26917', 'SNA55762')
0.060244308717379236 ('GRO73461', 'ELE34057')
0.06029373872713218 ('FRO40251', 'SNA93860')
0.06032608695652174 ('GRO30386', 'FRO53271')
0.06034968979131416 ('DAI63921', 'ELE34057')
0.06036446469248292 ('GRO46854', 'GRO15017')
0.06052009456264775 ('GRO21487', 'GRO69543')
0.06052193225985564 ('GRO73461', 'ELE66600')
0.06055140427724813 ('FRO40251', 'DAI42493')
0.0605726872246696 ('ELE74009', 'ELE66810')
0.06061927605756651 ('DAI85309', 'GRO30386')
0.06061927605756651 ('DAI85309', 'SNA96271')
0.06067251461988304 ('DAI75645', 'FRO16142')
0.06077529566360053 ('SNA80324', 'GRO81087')
0.06079955580233204 ('GRO73461', 'DAI63921')
0.06086956521739131 ('GRO30386', 'SNA99873')
0.06087824351297405 ('GRO59710', 'FRO16142')
0.06089695515224239 ('DAI62779', 'SNA99873')
0.06090322580645161 ('ELE17451', 'GRO21487')
0.06090461262875056 ('FRO80039', 'GRO21487')
0.06091370558375635 ('DAI63921', 'ELE66810')
0.06091370558375635 ('DAI63921', 'ELE99737')
0.06091370558375635 ('DAI63921', 'SNA12663')
0.06103801169590643 ('DAI75645', 'DAI42493')
0.06109979633401222 ('SNA45677', 'GRO15017')
0.06109979633401222 ('SNA45677', 'GRO94173')
0.06119694015299235 ('DAI62779', 'SNA90094')
0.06129597197898424 ('ELE66600', 'DAI83733')
0.06129597197898424 ('ELE66600', 'GRO15017')
0.06133177570093458 ('DAI83733', 'ELE66600')
0.06136087484811665 ('SNA55762', 'FRO80039')
0.061373390557939916 ('FRO31317', 'ELE34057')
0.061373390557939916 ('FRO31317', 'GRO32086')
0.06141304347826087 ('GRO30386', 'SNA90094')
0.0614323258869908 ('SNA80324', 'DAI85309')
0.061522419186652764 ('FRO85978', 'ELE74009')
0.061632426429761245 ('GRO73461', 'SNA55762')
0.06169212690951821 ('FRO32293', 'DAI88807')
0.061732725359522976 ('ELE32164', 'ELE74482')
0.061732725359522976 ('ELE32164', 'GRO69543')
0.061802575107296136 ('FRO31317', 'GRO15017')
0.06187389510901591 ('ELE66810', 'DAI22177')
0.06187624750499002 ('GRO59710', 'SNA99873')
0.06191446028513238 ('SNA45677', 'FRO78087')
0.061927605756650676 ('DAI85309', 'GRO61133')
0.06192990878540566 ('SNA99873', 'SNA40784')
0.06195652173913044 ('GRO30386', 'GRO46854')
0.061968408262454436 ('SNA55762', 'DAI22177')
0.061968408262454436 ('SNA55762', 'FRO35904')
0.06204173716864072 ('DAI63921', 'DAI48891')
0.06204173716864072 ('DAI63921', 'SNA55952')
0.06207744314689613 ('DAI22177', 'ELE66600')
0.0620834794808839 ('ELE32164', 'FRO32293')
0.06208935611038108 ('SNA80324', 'DAI31081')
0.062134502923976605 ('DAI75645', 'DAI88807')
0.062219730941704035 ('GRO56726', 'GRO24246')
0.06222466960352423 ('ELE74009', 'GRO81087')
0.06227967097532315 ('FRO32293', 'DAI85309')
0.06227967097532315 ('FRO32293', 'ELE56788')
0.06227967097532315 ('FRO32293', 'FRO53271')
0.06227967097532315 ('FRO32293', 'GRO30386')
0.0623637156563454 ('DAI85309', 'SNA93860')
0.062390924956369984 ('ELE26917', 'DAI83733')
0.06240998559769563 ('SNA99873', 'FRO64631')
0.06246529705719045 ('GRO73461', 'DAI83733')
0.06246529705719045 ('GRO73461', 'SNA96271')
0.0625 ('DAI75645', 'FRO78087')
0.0625 ('DAI83733', 'FRO35904')
0.0626920712968654 ('DAI22177', 'SNA55762')
0.06269592476489028 ('FRO80039', 'GRO50832')
0.06269592476489028 ('FRO80039', 'GRO71621')
0.06272912423625254 ('SNA45677', 'ELE66600')
0.06277533039647577 ('ELE74009', 'ELE74482')
0.06282722513089005 ('ELE26917', 'FRO78087')
0.06287425149700598 ('GRO59710', 'GRO21487')
0.06288416075650118 ('GRO21487', 'DAI31081')
0.0628900624099856 ('SNA99873', 'FRO53271')
0.06302054414214325 ('GRO73461', 'GRO44993')
0.06304347826086956 ('GRO30386', 'GRO44993')
0.0630841121495327 ('DAI83733', 'SNA55762')
0.06309012875536481 ('FRO31317', 'FRO32293')
0.06318347509113001 ('SNA55762', 'FRO98729')
0.06318347509113001 ('SNA55762', 'GRO15017')
0.06329816768461966 ('GRO73461', 'ELE66810')
0.06337325349301397 ('GRO59710', 'DAI92600')
0.06354166666666666 ('GRO71621', 'ELE66600')
0.0635437881873727 ('SNA45677', 'SNA90094')
0.06360792492179354 ('FRO85978', 'DAI75645')
0.06364172068355922 ('ELE66810', 'DAI63921')
0.06364339087863953 ('FRO40251', 'GRO56726')
0.06366822429906542 ('DAI83733', 'FRO32293')
0.06367204535542957 ('DAI85309', 'ELE59935')
0.06367204535542957 ('DAI85309', 'ELE66810')
0.06367204535542957 ('DAI85309', 'GRO59710')
0.0636998254799302 ('ELE26917', 'GRO85051')
0.06378132118451026 ('GRO46854', 'ELE66600')
0.06383725008768854 ('ELE32164', 'GRO71621')
0.06394849785407725 ('FRO31317', 'GRO59710')
0.06396198830409357 ('DAI75645', 'FRO80039')
0.06396198830409357 ('DAI75645', 'SNA96271')
0.06404230317273796 ('FRO32293', 'DAI83733')
0.06404230317273796 ('FRO32293', 'ELE66810')
0.06404230317273796 ('FRO32293', 'GRO21487')
0.06406044678055191 ('SNA80324', 'DAI22896')
0.0641304347826087 ('GRO30386', 'SNA12663')
0.06413103831204886 ('GRO73461', 'DAI87448')
0.06415872197887143 ('FRO40251', 'FRO80039')
0.06423099587507367 ('ELE66810', 'FRO32293')
0.06430260047281323 ('GRO21487', 'ELE66810')
0.06430260047281323 ('GRO21487', 'FRO80039')
0.0643302928468555 ('SNA99873', 'GRO61133')
0.06435079726651481 ('GRO46854', 'ELE34057')
0.06435845213849287 ('SNA45677', 'ELE34057')
0.06438896189224705 ('SNA80324', 'DAI83733')
0.06438896189224705 ('SNA80324', 'FRO53271')
0.0645359557467732 ('DAI22177', 'ELE66810')
0.06453875833041038 ('ELE32164', 'FRO16142')
0.06457242582897033 ('ELE26917', 'ELE32164')
0.06458333333333334 ('GRO71621', 'GRO30386')
0.06469298245614036 ('DAI75645', 'SNA93860')
0.0647967601619919 ('DAI62779', 'ELE74009')
0.06481036965914547 ('SNA99873', 'ELE32164')
0.06481036965914547 ('SNA99873', 'FRO32293')
0.0648202710665881 ('ELE66810', 'ELE74009')
0.06483644859813084 ('DAI83733', 'ELE92920')
0.06486181613085167 ('DAI63921', 'GRO44993')
0.06492027334851937 ('GRO46854', 'DAI22896')
0.06492027334851937 ('GRO46854', 'FRO31317')
0.06492027334851937 ('GRO46854', 'GRO30386')
0.06497797356828194 ('ELE74009', 'FRO85978')
0.06498037505451373 ('DAI85309', 'ELE56788')
0.06502242152466367 ('GRO56726', 'GRO61133')
0.06504599211563732 ('SNA80324', 'GRO15017')
0.06509674516274186 ('DAI62779', 'FRO85978')
0.06515058389674247 ('DAI22177', 'GRO30386')
0.06521739130434782 ('GRO30386', 'SNA88283')
0.06524026657313224 ('ELE32164', 'ELE66810')
0.06524026657313224 ('ELE32164', 'FRO31317')
0.06524026657313224 ('ELE32164', 'GRO61133')
0.06524822695035461 ('GRO21487', 'ELE91337')
0.06531678641410843 ('FRO78087', 'GRO30386')
0.06531678641410843 ('FRO78087', 'GRO94758')
0.06538237011091652 ('ELE66600', 'GRO46854')
0.06538289296909987 ('FRO80039', 'ELE99737')
0.0655829596412556 ('GRO56726', 'FRO80039')
0.06561360874848117 ('SNA55762', 'DAI83733')
0.06566523605150215 ('FRO31317', 'DAI63921')
0.06576086956521739 ('GRO30386', 'SNA96271')
0.06576521204671174 ('DAI22177', 'ELE34057')
0.06576521204671174 ('DAI22177', 'FRO78087')
0.0657705232837254 ('SNA99873', 'DAI63921')
0.0658682634730539 ('GRO59710', 'ELE26917')
0.06600467289719626 ('DAI83733', 'FRO79022')
0.06603153745072274 ('SNA80324', 'SNA55762')
0.06605922551252848 ('GRO46854', 'ELE26917')
0.06607929515418502 ('ELE74009', 'FRO80039')
0.06609442060085836 ('FRO31317', 'FRO85978')
0.06619385342789598 ('GRO21487', 'DAI88807')
0.06622114216281895 ('SNA55762', 'GRO94758')
0.06625060009601537 ('SNA99873', 'GRO46854')
0.06627854903716973 ('FRO80039', 'SNA99873')
0.0662966851657417 ('DAI62779', 'SNA96271')
0.06631762652705062 ('ELE26917', 'FRO85978')
0.06636726546906188 ('GRO59710', 'ELE74482')
0.06637984019668101 ('DAI22177', 'ELE74009')
0.06647771192991497 ('FRO40251', 'SNA55762')
0.06662312214239059 ('FRO78087', 'FRO31317')
0.06666666666666667 ('GRO21487', 'ELE66600')
0.06666666666666667 ('GRO21487', 'GRO30386')
0.06670403587443946 ('GRO56726', 'ELE99737')
0.06672481465329264 ('DAI85309', 'DAI95741')
0.06673067690830532 ('SNA99873', 'GRO94758')
0.06684782608695652 ('GRO30386', 'ELE74009')
0.06686626746506986 ('GRO59710', 'FRO78087')
0.0671591672263264 ('GRO94758', 'FRO78087')
0.06717420510523958 ('FRO80039', 'ELE66810')
0.0671806167400881 ('ELE74009', 'SNA90094')
0.06725755995828989 ('FRO85978', 'GRO64900')
0.06726457399103139 ('GRO56726', 'FRO79022')
0.06728232189973615 ('ELE99737', 'SNA90094')
0.06734559789750329 ('SNA80324', 'FRO80039')
0.06739130434782609 ('GRO30386', 'GRO71621')
0.06759703445268207 ('DAI85309', 'ELE34057')
0.06761290322580644 ('ELE17451', 'GRO81087')
0.06762203313927452 ('FRO80039', 'GRO59710')
0.0676818950930626 ('DAI63921', 'DAI91290')
0.0676818950930626 ('DAI63921', 'ELE26917')
0.0676818950930626 ('DAI63921', 'SNA55762')
0.06770833333333333 ('GRO71621', 'ELE56788')
0.06773127753303965 ('ELE74009', 'DAI88807')
0.06773127753303965 ('ELE74009', 'GRO30386')
0.06775700934579439 ('DAI83733', 'DAI48891')
0.06781115879828326 ('FRO31317', 'SNA80324')
0.06783075889858965 ('ELE34057', 'ELE66810')
0.06783075889858965 ('GRO94758', 'ELE11111')
0.06786427145708583 ('GRO59710', 'FRO32293')
0.06798245614035088 ('DAI75645', 'DAI55911')
0.06798245614035088 ('DAI75645', 'ELE11111')
0.0680331443523768 ('DAI85309', 'FRO78087')
0.06804629954401964 ('ELE32164', 'DAI88807')
0.06806282722513089 ('ELE26917', 'GRO21487')
0.06806986117330945 ('FRO80039', 'DAI22177')
0.06817090734517522 ('SNA99873', 'FRO78087')
0.06824034334763948 ('FRO31317', 'DAI83733')
0.06824591088550479 ('DAI63921', 'FRO35904')
0.06846925425207152 ('DAI85309', 'ELE74009')
0.06858262573481384 ('FRO78087', 'GRO39357')
0.06860158311345646 ('ELE99737', 'SNA80324')
0.06865098415746519 ('SNA99873', 'SNA55762')
0.06865127582017011 ('SNA55762', 'ELE34057')
0.06865127582017011 ('SNA55762', 'GRO38814')
0.06866952789699571 ('FRO31317', 'DAI22177')
0.06866952789699571 ('FRO31317', 'ELE74009')
0.06874265569917744 ('FRO32293', 'SNA45677')
0.06875 ('GRO71621', 'DAI22177')
0.06880992667794698 ('DAI63921', 'FRO66272')
0.06880992667794698 ('DAI63921', 'GRO61133')
0.06884655767211639 ('DAI62779', 'DAI43223')
0.06885063853414769 ('GRO73461', 'DAI22177')
0.06890322580645161 ('ELE17451', 'SNA18336')
0.06894519740718916 ('ELE66810', 'ELE56788')
0.06894519740718916 ('ELE66810', 'SNA80324')
0.06907894736842106 ('DAI75645', 'FRO47962')
0.06907894736842106 ('DAI75645', 'SNA99873')
0.06913106096975516 ('SNA99873', 'FRO92261')
0.06914654267286635 ('DAI62779', 'GRO46854')
0.06917394224311618 ('GRO94758', 'GRO46854')
0.06923579359895493 ('FRO78087', 'DAI16732')
0.06927083333333334 ('GRO71621', 'FRO31317')
0.06929653517324134 ('DAI62779', 'FRO19221')
0.06934306569343066 ('FRO85978', 'SNA55952')
0.06936127744510978 ('GRO59710', 'DAI88807')
0.0694058856191005 ('GRO73461', 'GRO61133')
0.06944444444444445 ('DAI75645', 'GRO46854')
0.06947608200455581 ('GRO46854', 'FRO80039')
0.06950934579439252 ('DAI83733', 'DAI87448')
0.06961113778204513 ('SNA99873', 'ELE34057')
0.06965376782077393 ('SNA45677', 'GRO46854')
0.0696774193548387 ('ELE17451', 'SNA99873')
0.06986027944111776 ('GRO59710', 'GRO61133')
0.06986117330944917 ('FRO80039', 'DAI83733')
0.06988896146309602 ('FRO78087', 'DAI22177')
0.06988896146309602 ('FRO78087', 'ELE56788')
0.06992084432717678 ('ELE99737', 'ELE34057')
0.07008502963153826 ('FRO40251', 'ELE74009')
0.07012374779021803 ('ELE66810', 'SNA45677')
0.07019354838709678 ('ELE17451', 'SNA72163')
0.07030223390275953 ('SNA80324', 'GRO38814')
0.0703125 ('GRO71621', 'FRO78087')
0.07033426183844012 ('FRO35904', 'FRO31317')
0.07035928143712575 ('GRO59710', 'ELE92920')
0.0703862660944206 ('FRO31317', 'ELE66810')
0.07048458149779736 ('ELE74009', 'ELE66600')
0.07048458149779736 ('ELE74009', 'SNA55762')
0.07051637978900611 ('GRO73461', 'DAI92600')
0.07062780269058296 ('GRO56726', 'DAI63921')
0.07064646767661617 ('DAI62779', 'GRO21487')
0.07065217391304347 ('GRO30386', 'FRO80039')
0.07068062827225131 ('ELE26917', 'GRO71621')
0.07071302298173247 ('ELE66810', 'DAI75645')
0.07079400333148252 ('GRO73461', 'ELE26917')
0.07083333333333333 ('GRO71621', 'DAI83733')
0.07083333333333333 ('GRO71621', 'ELE74009')
0.07085233251490705 ('ELE32164', 'FRO78087')
0.07087576374745418 ('SNA45677', 'DAI83733')
0.07103064066852367 ('FRO35904', 'SNA55762')
0.0710352422907489 ('ELE74009', 'FRO53271')
0.07105136821891503 ('SNA99873', 'DAI22177')
0.07105136821891503 ('SNA99873', 'FRO80039')
0.07106598984771574 ('DAI63921', 'FRO80039')
0.07106598984771574 ('DAI63921', 'GRO56726')
0.07107320540156362 ('SNA93860', 'GRO38814')
0.07107320540156362 ('SNA93860', 'GRO59710')
0.07108140947752126 ('SNA55762', 'FRO31317')
0.07108140947752126 ('SNA55762', 'FRO78087')
0.07118834080717489 ('GRO56726', 'GRO35122')
0.07118871725990597 ('ELE34057', 'DAI87448')
0.07118871725990597 ('ELE34057', 'ELE99737')
0.07122008172796264 ('ELE66600', 'GRO71621')
0.0712401055408971 ('ELE99737', 'DAI63921')
0.0712719298245614 ('DAI75645', 'FRO31317')
0.0713022981732469 ('ELE66810', 'SNA66979')
0.07155322862129145 ('ELE26917', 'GRO15017')
0.0715538407576289 ('ELE32164', 'GRO30386')
0.0715538407576289 ('ELE32164', 'GRO94758')
0.07158590308370044 ('ELE74009', 'DAI83733')
0.07158590308370044 ('ELE74009', 'ELE92920')
0.07161629434954007 ('SNA80324', 'GRO94758')
0.07167381974248926 ('FRO31317', 'DAI22896')
0.07184640767961602 ('DAI62779', 'GRO94758')
0.07184846505551927 ('FRO78087', 'SNA95666')
0.07186030893216924 ('ELE34057', 'DAI22177')
0.07186030893216924 ('ELE34057', 'DAI63921')
0.07194480946123522 ('SNA80324', 'SNA96271')
0.07194994786235662 ('FRO85978', 'FRO40251')
0.07214635403246586 ('FRO40251', 'DAI31081')
0.07229638518074097 ('DAI62779', 'FRO78087')
0.07235528942115768 ('GRO59710', 'ELE66810')
0.07238762405137186 ('ELE66600', 'FRO31317')
0.07239583333333334 ('GRO71621', 'GRO38814')
0.07242339832869081 ('FRO35904', 'ELE91337')
0.07242339832869081 ('FRO35904', 'GRO71621')
0.0725050916496945 ('SNA45677', 'DAI63921')
0.0725050916496945 ('SNA45677', 'ELE99737')
0.0725319006044325 ('ELE34057', 'ELE14480')
0.0725319006044325 ('ELE34057', 'GRO59710')
0.07253218884120172 ('FRO31317', 'ELE26917')
0.07253521126760563 ('FRO53271', 'DAI42493')
0.07255936675461741 ('ELE99737', 'FRO85978')
0.07260610312171167 ('ELE32164', 'FRO80039')
0.07281323877068557 ('GRO21487', 'DAI83733')
0.07282608695652174 ('GRO30386', 'SNA45677')
0.07283035324901875 ('DAI85309', 'GRO21487')
0.07285429141716566 ('GRO59710', 'DAI85309')
0.07285429141716566 ('GRO59710', 'GRO81087')
0.07289293849658314 ('GRO46854', 'FRO35904')
0.07289293849658314 ('GRO46854', 'FRO99783')
0.07290400972053462 ('SNA55762', 'DAI63921')
0.07290400972053462 ('SNA55762', 'ELE91337')
0.07290400972053462 ('SNA55762', 'GRO21487')
0.07291666666666667 ('GRO71621', 'FRO80039')
0.0729716754680749 ('SNA99873', 'ELE66600')
0.07317701623292966 ('FRO40251', 'DAI85309')
0.07320349227669577 ('GRO94758', 'FRO85978')
0.07320349227669577 ('GRO94758', 'SNA55762')
0.07326646314871348 ('DAI85309', 'FRO19221')
0.07338129496402877 ('SNA90094', 'DAI91290')
0.07338129496402877 ('SNA90094', 'ELE99737')
0.07338129496402877 ('SNA90094', 'GRO56726')
0.0734304932735426 ('GRO56726', 'SNA93860')
0.07355516637478109 ('ELE66600', 'FRO80039')
0.0735873850197109 ('SNA80324', 'ELE74009')
0.07359813084112149 ('DAI83733', 'DAI22177')
0.0737347294938918 ('ELE26917', 'FRO31317')
0.07375537799631224 ('DAI22177', 'GRO59710')
0.07375886524822695 ('GRO21487', 'ELE26917')
0.07381615598885793 ('FRO35904', 'ELE74009')
0.07387508394895903 ('ELE34057', 'DAI75645')
0.07389162561576355 ('FRO80039', 'FRO85978')
0.07391590013140605 ('SNA80324', 'GRO21487')
0.07393182909265482 ('SNA99873', 'GRO15017')
0.07394366197183098 ('FRO53271', 'GRO85051')
0.07396449704142012 ('GRO38814', 'SNA93860')
0.07403055229142186 ('FRO32293', 'ELE26917')
0.07410071942446043 ('SNA90094', 'GRO59710')
0.07419590643274854 ('DAI75645', 'GRO94758')
0.07420767843339346 ('FRO40251', 'GRO71621')
0.07423167848699763 ('GRO21487', 'GRO38814')
0.07435129740518961 ('GRO59710', 'FRO31317')
0.07441190590494479 ('SNA99873', 'DAI83733')
0.07445008460236886 ('DAI63921', 'FRO32293')
0.07447916666666667 ('GRO71621', 'SNA55762')
0.0745125348189415 ('FRO35904', 'DAI83733')
0.0745466756212223 ('ELE34057', 'ELE26917')
0.07455683003128259 ('FRO85978', 'ELE34057')
0.07455683003128259 ('FRO85978', 'SNA55762')
0.07456140350877193 ('DAI75645', 'GRO61133')
0.0746013667425968 ('GRO46854', 'ELE49801')
0.07462686567164178 ('SNA93860', 'SNA99873')
0.07464788732394366 ('FRO53271', 'FRO32293')
0.07464788732394366 ('FRO53271', 'SNA45677')
0.07472270869819031 ('ELE66600', 'ELE74009')
0.07482014388489208 ('SNA90094', 'GRO15017')
0.07482014388489208 ('SNA90094', 'SNA96271')
0.07483870967741936 ('ELE17451', 'GRO71621')
0.0748502994011976 ('GRO59710', 'GRO38814')
0.07488986784140969 ('ELE74009', 'DAI42493')
0.07488986784140969 ('ELE74009', 'GRO71621')
0.07488986784140969 ('ELE74009', 'SNA93860')
0.07489198271723475 ('SNA99873', 'ELE53126')
0.07494908350305499 ('SNA45677', 'SNA55762')
0.07498463429625077 ('DAI22177', 'GRO21487')
0.075 ('GRO30386', 'ELE26917')
0.075 ('GRO30386', 'SNA72163')
0.075 ('GRO71621', 'DAI63921')
0.075 ('GRO71621', 'SNA93860')
0.07501090274749236 ('DAI85309', 'DAI22177')
0.07509677419354839 ('ELE17451', 'DAI88807')
0.075177304964539 ('GRO21487', 'ELE74009')
0.07520564042303172 ('FRO32293', 'DAI22177')
0.07520891364902507 ('FRO35904', 'SNA99873')
0.07523834063385726 ('FRO40251', 'FRO31317')
0.07529239766081872 ('DAI75645', 'DAI31081')
0.07529239766081872 ('DAI75645', 'GRO81087')
0.07530647985989491 ('ELE66600', 'SNA80324')
0.07533759772565743 ('SNA93860', 'FRO80039')
0.0753493013972056 ('GRO59710', 'FRO80039')
0.07544052863436124 ('ELE74009', 'GRO61133')
0.07544378698224852 ('GRO38814', 'DAI43223')
0.07544378698224852 ('GRO38814', 'DAI88807')
0.07544378698224852 ('GRO38814', 'GRO61133')
0.07544701264718709 ('DAI85309', 'SNA18336')
0.07554347826086956 ('GRO30386', 'DAI85309')
0.07559926244622003 ('DAI22177', 'DAI75645')
0.07565011820330969 ('GRO21487', 'GRO56726')
0.07565011820330969 ('GRO21487', 'SNA99873')
0.07576289021396002 ('ELE32164', 'GRO38814')
0.07576747224036577 ('FRO78087', 'FRO80039')
0.0758364312267658 ('ELE56788', 'GRO73461')
0.07588985896574882 ('ELE34057', 'GRO46854')
0.07588985896574882 ('ELE34057', 'SNA55762')
0.07589025102159953 ('ELE66600', 'SNA55762')
0.07589620518974051 ('DAI62779', 'SNA18336')
